send_time_ms,snapshot_id,seq_num,clients_count,cpu_percent,payload_bytes
1765461261680,53,53,1,0.0,303
1765461261730,54,54,1,0.0,303
1765461261781,55,55,1,19.7,303
1765461261831,56,56,1,0.0,303
1765461261881,57,57,1,0.0,303
1765461261932,58,58,1,0.0,303
1765461261982,59,59,2,0.0,303
1765461262032,60,60,2,0.0,303
1765461262083,61,61,2,0.0,303
1765461262133,62,62,2,0.0,303
1765461262183,63,63,2,0.0,303
1765461262234,64,64,2,0.0,303
1765461262284,65,65,2,0.0,303
1765461262335,66,66,2,0.0,303
1765461262385,67,67,2,0.0,303
1765461262435,68,68,2,0.0,303
1765461262485,69,69,2,0.0,303
1765461262535,70,70,3,0.0,303
1765461262585,71,71,3,0.0,303
1765461262636,72,72,3,0.0,303
1765461262686,73,73,3,0.0,303
1765461262736,74,74,3,0.0,303
1765461262787,75,75,3,0.0,303
1765461262837,76,76,3,0.0,303
1765461262887,77,77,3,19.8,303
1765461262937,78,78,4,0.0,303
1765461262988,79,79,4,0.0,303
1765461263038,80,80,4,0.0,303
1765461263089,81,81,4,0.0,303
1765461263139,82,82,4,19.8,303
1765461263190,83,83,4,0.0,303
1765461263241,84,84,4,0.0,303
1765461263291,85,85,4,0.0,303
1765461263342,86,86,4,0.0,303
1765461263393,87,87,4,0.0,303
1765461263443,88,88,4,0.0,303
1765461263493,89,89,4,0.0,303
1765461263544,90,90,4,0.0,303
1765461263594,91,91,4,0.0,303
1765461263645,92,92,4,0.0,303
1765461263696,93,93,4,0.0,303
1765461263747,94,94,4,0.0,303
1765461263798,95,95,4,0.0,303
1765461263849,96,96,4,0.0,303
1765461263899,97,97,4,0.0,303
1765461263950,98,98,4,0.0,303
1765461264000,99,99,4,0.0,303
1765461264050,100,100,4,0.0,303
1765461264100,101,101,4,0.0,303
1765461264151,102,102,4,0.0,303
1765461264201,103,103,4,19.8,303
1765461264252,104,104,4,0.0,303
1765461264302,105,105,4,0.0,303
1765461264353,106,106,4,0.0,303
1765461264403,107,107,4,0.0,303
1765461264454,108,108,4,0.0,303
1765461264504,109,109,4,0.0,303
1765461264555,110,110,4,0.0,303
1765461264605,111,111,4,0.0,303
1765461264655,112,112,4,0.0,303
1765461264706,113,113,4,0.0,303
1765461264756,114,114,4,0.0,303
1765461264807,115,115,4,0.0,303
1765461264858,116,116,4,0.0,303
1765461264908,117,117,4,0.0,303
1765461264959,118,118,4,0.0,303
1765461265010,119,119,4,0.0,303
1765461265060,120,120,4,0.0,303
1765461265111,121,121,4,0.0,303
1765461265162,122,122,4,0.0,303
1765461265213,123,123,4,0.0,303
1765461265264,124,124,4,0.0,303
1765461265315,125,125,4,0.0,303
1765461265365,126,126,4,19.9,303
1765461265416,127,127,4,0.0,303
1765461265467,128,128,4,0.0,303
1765461265517,129,129,4,0.0,303
1765461265568,130,130,4,0.0,303
1765461265619,131,131,4,0.0,303
1765461265670,132,132,4,0.0,303
1765461265720,133,133,4,0.0,303
1765461265770,134,134,4,0.0,303
1765461265821,135,135,4,0.0,303
1765461265871,136,136,4,0.0,303
1765461265922,137,137,4,0.0,303
1765461265973,138,138,4,0.0,303
1765461266024,139,139,4,0.0,303
1765461266075,140,140,4,0.0,303
1765461266125,141,141,4,0.0,303
1765461266176,142,142,4,0.0,303
1765461266226,143,143,4,19.9,303
1765461266276,144,144,4,0.0,303
1765461266327,145,145,4,0.0,303
1765461266378,146,146,4,0.0,303
1765461266429,147,147,4,0.0,303
1765461266479,148,148,4,0.0,303
1765461266530,149,149,4,0.0,303
1765461266580,150,150,4,0.0,303
1765461266631,151,151,4,0.0,303
1765461266682,152,152,4,0.0,303
1765461266732,153,153,4,0.0,303
1765461266783,154,154,4,0.0,303
1765461266834,155,155,4,0.0,303
1765461266885,156,156,4,0.0,303
1765461266936,157,157,4,0.0,303
1765461266986,158,158,4,0.0,303
1765461267037,159,159,4,0.0,303
1765461267088,160,160,4,0.0,303
1765461267138,161,161,4,0.0,303
1765461267189,162,162,4,0.0,303
1765461267239,163,163,4,0.0,303
1765461267290,164,164,4,0.0,303
1765461267340,165,165,4,0.0,303
1765461267391,166,166,4,0.0,303
1765461267442,167,167,4,19.7,303
1765461267493,168,168,4,0.0,303
1765461267544,169,169,4,0.0,303
1765461267594,170,170,4,0.0,303
1765461267645,171,171,4,0.0,303
1765461267695,172,172,4,0.0,303
1765461267746,173,173,4,0.0,303
1765461267797,174,174,4,0.0,303
1765461267848,175,175,4,0.0,303
1765461267898,176,176,4,19.9,303
1765461267949,177,177,4,0.0,303
1765461268000,178,178,4,0.0,303
1765461268051,179,179,4,0.0,303
1765461268102,180,180,4,0.0,303
1765461268152,181,181,4,0.0,303
1765461268203,182,182,4,0.0,303
1765461268254,183,183,4,0.0,303
1765461268304,184,184,4,0.0,303
1765461268355,185,185,4,0.0,303
1765461268405,186,186,4,0.0,303
1765461268456,187,187,4,0.0,303
1765461268507,188,188,4,0.0,303
1765461268558,189,189,4,0.0,303
1765461268608,190,190,4,0.0,303
1765461268659,191,191,4,0.0,303
1765461268710,192,192,4,0.0,303
1765461268761,193,193,4,0.0,303
1765461268811,194,194,4,0.0,303
1765461268862,195,195,4,0.0,303
1765461268913,196,196,4,0.0,303
1765461268963,197,197,4,0.0,303
1765461269014,198,198,4,0.0,303
1765461268450,199,199,4,0.0,303
1765461268501,200,200,4,0.0,303
1765461268551,201,201,4,19.8,303
1765461268602,202,202,4,0.0,303
1765461268653,203,203,4,0.0,303
1765461268704,204,204,4,19.6,303
1765461268755,205,205,4,0.0,303
1765461268806,206,206,4,0.0,303
1765461268856,207,207,4,0.0,303
1765461268906,208,208,4,0.0,303
1765461268958,209,209,4,0.0,303
1765461269008,210,210,4,0.0,303
1765461269059,211,211,4,0.0,303
1765461269109,212,212,4,0.0,303
1765461269160,213,213,4,0.0,303
1765461269211,214,214,4,0.0,303
1765461269262,215,215,4,0.0,303
1765461269313,216,216,4,0.0,303
1765461269364,217,217,4,0.0,303
1765461269414,218,218,4,0.0,303
1765461269465,219,219,4,0.0,303
1765461269516,220,220,4,0.0,303
1765461269566,221,221,4,0.0,303
1765461269617,222,222,4,0.0,303
1765461269668,223,223,4,0.0,303
1765461269719,224,224,4,0.0,303
1765461269770,225,225,4,0.0,303
1765461269820,226,226,4,0.0,303
1765461269871,227,227,4,0.0,303
1765461269921,228,228,4,0.0,303
1765461269972,229,229,4,0.0,303
1765461270023,230,230,4,0.0,303
1765461270074,231,231,4,0.0,303
1765461270124,232,232,4,0.0,303
1765461270175,233,233,4,39.6,303
1765461270226,234,234,4,0.0,303
1765461270276,235,235,4,0.0,303
1765461270327,236,236,4,0.0,303
1765461270378,237,237,4,0.0,303
1765461270428,238,238,4,0.0,303
1765461270479,239,239,4,0.0,303
1765461270530,240,240,4,0.0,303
1765461270581,241,241,4,0.0,303
1765461270632,242,242,4,0.0,303
1765461270682,243,243,4,0.0,303
1765461270733,244,244,4,0.0,303
1765461270783,245,245,4,0.0,303
1765461270833,246,246,4,0.0,303
1765461270884,247,247,4,0.0,303
1765461270934,248,248,4,0.0,303
1765461270985,249,249,4,0.0,303
1765461271036,250,250,4,0.0,303
1765461271086,251,251,4,0.0,303
1765461271137,252,252,4,0.0,303
1765461271187,253,253,4,0.0,303
1765461271238,254,254,4,0.0,303
1765461271288,255,255,4,0.0,303
1765461271339,256,256,4,0.0,303
1765461271389,257,257,4,19.6,303
1765461271440,258,258,4,0.0,303
1765461271490,259,259,4,0.0,303
1765461271541,260,260,4,0.0,303
1765461271591,261,261,4,0.0,303
1765461271642,262,262,4,0.0,303
1765461271692,263,263,4,0.0,303
1765461271742,264,264,4,0.0,303
1765461271792,265,265,4,0.0,303
1765461271843,266,266,4,0.0,303
1765461271893,267,267,4,0.0,303
1765461271944,268,268,4,0.0,303
1765461271994,269,269,4,0.0,303
1765461272045,270,270,4,0.0,303
1765461272095,271,271,4,20.0,303
1765461272146,272,272,4,0.0,303
1765461272196,273,273,4,0.0,303
1765461272247,274,274,4,0.0,303
1765461272297,275,275,4,0.0,303
1765461272348,276,276,4,0.0,303
1765461272398,277,277,4,0.0,303
1765461272449,278,278,4,0.0,303
1765461272499,279,279,4,0.0,303
1765461272550,280,280,4,0.0,303
1765461272601,281,281,4,0.0,303
1765461272651,282,282,4,0.0,303
1765461272702,283,283,4,0.0,303
1765461272752,284,284,4,19.7,303
1765461272803,285,285,4,0.0,303
1765461272853,286,286,4,0.0,303
1765461272904,287,287,4,0.0,303
1765461272954,288,288,4,0.0,303
1765461273005,289,289,4,0.0,303
1765461273056,290,290,4,0.0,303
1765461273107,291,291,4,0.0,303
1765461273158,292,292,4,0.0,303
1765461273208,293,293,4,0.0,303
1765461273259,294,294,4,0.0,303
1765461273309,295,295,4,0.0,303
1765461273360,296,296,4,0.0,303
1765461273410,297,297,4,0.0,303
1765461273461,298,298,4,0.0,303
1765461273512,299,299,4,0.0,303
1765461273563,300,300,4,0.0,303
1765461273614,301,301,4,19.6,303
1765461273664,302,302,4,0.0,303
1765461273717,303,303,4,0.0,303
1765461273767,304,304,4,0.0,303
1765461273818,305,305,4,0.0,303
1765461273868,306,306,4,0.0,303
1765461273919,307,307,4,0.0,303
1765461273969,308,308,4,0.0,303
1765461274020,309,309,4,0.0,303
1765461274071,310,310,4,0.0,303
1765461274122,311,311,4,0.0,303
1765461274172,312,312,4,0.0,303
1765461274223,313,313,4,19.8,303
1765461274274,314,314,4,0.0,303
1765461274325,315,315,4,0.0,303
1765461274375,316,316,4,0.0,303
1765461274426,317,317,4,0.0,303
1765461274477,318,318,4,0.0,303
1765461274527,319,319,4,0.0,303
1765461274578,320,320,4,0.0,303
1765461274629,321,321,4,0.0,303
1765461274679,322,322,4,0.0,303
1765461274730,323,323,4,0.0,303
1765461274780,324,324,4,0.0,303
1765461274831,325,325,4,0.0,303
1765461274882,326,326,4,0.0,303
1765461274932,327,327,4,19.7,303
1765461274983,328,328,4,0.0,303
1765461275034,329,329,4,0.0,303
1765461275084,330,330,4,0.0,303
1765461275135,331,331,4,0.0,303
1765461275186,332,332,4,0.0,303
1765461275237,333,333,4,0.0,303
1765461275287,334,334,4,0.0,303
1765461275338,335,335,4,0.0,303
1765461275389,336,336,4,0.0,303
1765461275439,337,337,4,0.0,303
1765461275490,338,338,4,0.0,303
1765461275540,339,339,4,0.0,303
1765461275591,340,340,4,0.0,303
1765461275642,341,341,4,0.0,303
1765461275692,342,342,4,0.0,303
1765461275743,343,343,4,0.0,303
1765461275793,344,344,4,0.0,303
1765461275844,345,345,4,0.0,303
1765461275895,346,346,4,0.0,303
1765461275945,347,347,4,0.0,303
1765461275996,348,348,4,0.0,303
1765461276047,349,349,4,0.0,303
1765461276097,350,350,4,0.0,303
1765461276148,351,351,4,0.0,303
1765461276199,352,352,4,0.0,303
1765461276250,353,353,4,0.0,303
1765461276300,354,354,4,0.0,303
1765461276351,355,355,4,0.0,303
1765461276402,356,356,4,19.8,303
1765461276453,357,357,4,0.0,303
1765461276504,358,358,4,0.0,303
1765461276554,359,359,4,19.7,303
1765461276605,360,360,4,0.0,303
1765461276656,361,361,4,0.0,303
1765461276706,362,362,4,0.0,303
1765461276757,363,363,4,0.0,303
1765461276808,364,364,4,0.0,303
1765461276858,365,365,4,0.0,303
1765461276909,366,366,4,0.0,303
1765461276960,367,367,4,0.0,303
1765461277011,368,368,4,0.0,303
1765461277061,369,369,4,0.0,303
1765461277112,370,370,4,0.0,303
1765461277163,371,371,4,0.0,303
1765461277213,372,372,4,0.0,303
1765461277264,373,373,4,0.0,303
1765461277315,374,374,4,0.0,303
1765461277366,375,375,4,0.0,303
1765461277416,376,376,4,0.0,303
1765461277466,377,377,4,0.0,303
1765461277517,378,378,4,0.0,303
1765461277568,379,379,4,0.0,303
1765461277619,380,380,4,0.0,303
1765461277670,381,381,4,0.0,303
1765461277720,382,382,4,0.0,303
1765461277771,383,383,4,0.0,303
1765461277821,384,384,4,0.0,303
1765461277872,385,385,4,19.7,303
1765461277922,386,386,4,0.0,303
1765461277973,387,387,4,0.0,303
1765461278024,388,388,4,0.0,303
1765461278075,389,389,4,0.0,303
1765461278125,390,390,4,0.0,303
1765461278176,391,391,4,0.0,303
1765461278226,392,392,4,0.0,303
1765461278277,393,393,4,0.0,303
1765461278328,394,394,4,0.0,303
1765461278379,395,395,4,0.0,303
1765461278429,396,396,4,0.0,303
1765461278480,397,397,4,0.0,303
1765461278530,398,398,4,0.0,303
1765461278581,399,399,4,0.0,303
1765461278632,400,400,4,0.0,303
1765461278682,401,401,4,0.0,303
1765461278733,402,402,4,0.0,303
1765461278784,403,403,4,19.8,303
1765461278834,404,404,4,0.0,303
1765461278885,405,405,4,0.0,303
1765461278936,406,406,4,0.0,303
1765461278986,407,407,4,0.0,303
1765461279037,408,408,4,0.0,303
1765461279088,409,409,4,0.0,303
1765461279139,410,410,4,0.0,303
1765461279190,411,411,4,0.0,303
1765461279240,412,412,4,0.0,303
1765461279291,413,413,4,0.0,303
1765461279342,414,414,4,0.0,303
1765461279392,415,415,4,0.0,303
1765461279443,416,416,4,0.0,303
1765461279494,417,417,4,0.0,303
1765461279544,418,418,4,0.0,303
1765461279594,419,419,4,0.0,303
1765461279645,420,420,4,0.0,303
1765461279695,421,421,4,0.0,303
1765461279746,422,422,4,0.0,303
1765461279796,423,423,4,0.0,303
1765461279847,424,424,4,19.8,303
1765461279897,425,425,4,0.0,303
1765461279948,426,426,4,0.0,303
1765461279999,427,427,4,0.0,303
1765461280050,428,428,4,0.0,303
1765461280100,429,429,4,0.0,303
1765461280151,430,430,4,0.0,303
1765461280202,431,431,4,0.0,303
1765461280252,432,432,4,0.0,303
1765461280303,433,433,4,0.0,303
1765461280353,434,434,4,0.0,303
1765461280404,435,435,4,0.0,303
1765461280455,436,436,4,0.0,303
1765461280505,437,437,4,0.0,303
1765461280556,438,438,4,0.0,303
1765461280607,439,439,4,0.0,303
1765461280657,440,440,4,0.0,303
1765461280708,441,441,4,0.0,303
1765461280758,442,442,4,0.0,303
1765461280809,443,443,4,0.0,303
1765461280860,444,444,4,0.0,303
1765461280910,445,445,4,0.0,303
1765461280961,446,446,4,0.0,303
1765461281012,447,447,4,0.0,303
1765461281063,448,448,4,19.7,303
1765461281113,449,449,4,0.0,303
1765461281164,450,450,4,0.0,303
1765461281215,451,451,4,0.0,303
1765461281266,452,452,4,19.7,303
1765461281316,453,453,4,0.0,303
1765461281367,454,454,4,0.0,303
1765461281418,455,455,4,0.0,303
1765461281468,456,456,4,0.0,303
1765461281519,457,457,4,0.0,303
1765461281570,458,458,4,0.0,303
1765461281621,459,459,4,0.0,303
1765461281672,460,460,4,0.0,303
1765461281723,461,461,4,0.0,303
1765461281773,462,462,4,0.0,303
1765461281824,463,463,4,0.0,303
1765461281874,464,464,4,0.0,303
1765461281925,465,465,4,0.0,303
1765461281975,466,466,4,0.0,303
1765461282026,467,467,4,0.0,303
1765461282077,468,468,4,0.0,303
1765461282128,469,469,4,0.0,303
1765461282179,470,470,4,0.0,303
1765461282230,471,471,4,0.0,303
1765461282281,472,472,4,19.6,303
1765461282332,473,473,4,0.0,303
1765461282383,474,474,4,0.0,303
1765461282434,475,475,4,0.0,303
1765461282485,476,476,4,0.0,303
1765461282535,477,477,4,0.0,303
1765461282586,478,478,4,0.0,303
1765461282637,479,479,4,0.0,303
1765461282688,480,480,4,0.0,303
1765461282738,481,481,4,0.0,303
1765461282789,482,482,4,0.0,303
1765461282840,483,483,4,0.0,303
1765461282890,484,484,4,0.0,303
1765461282941,485,485,4,0.0,303
1765461282992,486,486,4,0.0,303
1765461283043,487,487,4,0.0,303
1765461283094,488,488,4,0.0,303
1765461283145,489,489,4,0.0,303
1765461283196,490,490,4,0.0,303
1765461283246,491,491,4,19.8,303
1765461283297,492,492,4,0.0,303
1765461283347,493,493,4,0.0,303
1765461283398,494,494,4,0.0,303
1765461283449,495,495,4,0.0,303
1765461283500,496,496,4,0.0,303
1765461283550,497,497,4,0.0,303
1765461283601,498,498,4,0.0,303
1765461283653,499,499,4,0.0,303
1765461283703,500,500,4,0.0,303
1765461283755,501,501,4,0.0,303
1765461283805,502,502,4,0.0,303
1765461283856,503,503,4,0.0,303
1765461283906,504,504,4,0.0,303
1765461283957,505,505,4,0.0,303
1765461284008,506,506,4,0.0,303
1765461284059,507,507,4,0.0,303
1765461284110,508,508,4,0.0,303
1765461284160,509,509,4,0.0,303
1765461284211,510,510,4,0.0,303
1765461284262,511,511,4,0.0,303
1765461284313,512,512,4,0.0,303
1765461284364,513,513,4,0.0,303
1765461284414,514,514,4,19.8,303
1765461284465,515,515,4,0.0,303
1765461284516,516,516,4,0.0,303
1765461284567,517,517,4,0.0,303
1765461284618,518,518,4,0.0,303
1765461284668,519,519,4,0.0,303
1765461284719,520,520,4,0.0,303
1765461284769,521,521,4,0.0,303
1765461284820,522,522,4,0.0,303
1765461284871,523,523,4,0.0,303
1765461284921,524,524,4,0.0,303
1765461284973,525,525,4,0.0,303
1765461285023,526,526,4,0.0,303
1765461285074,527,527,4,0.0,303
1765461285125,528,528,4,0.0,303
1765461285176,529,529,4,0.0,303
1765461285227,530,530,4,0.0,303
1765461285278,531,531,4,0.0,303
1765461285329,532,532,4,0.0,303
1765461285379,533,533,4,19.7,303
1765461285430,534,534,4,0.0,303
1765461285481,535,535,4,0.0,303
1765461285531,536,536,4,0.0,303
1765461285582,537,537,4,0.0,303
1765461285633,538,538,4,0.0,303
1765461285684,539,539,4,0.0,303
1765461285734,540,540,4,0.0,303
1765461285785,541,541,4,0.0,303
1765461285835,542,542,4,0.0,303
1765461285887,543,543,4,19.5,303
1765461285937,544,544,4,0.0,303
1765461285988,545,545,4,0.0,303
1765461286039,546,546,4,0.0,303
1765461286090,547,547,4,0.0,303
1765461286140,548,548,4,0.0,303
1765461286191,549,549,4,0.0,303
1765461286242,550,550,4,0.0,303
1765461286293,551,551,4,0.0,303
1765461286344,552,552,4,0.0,303
1765461286395,553,553,4,0.0,303
1765461286446,554,554,4,0.0,303
1765461286497,555,555,4,0.0,303
1765461286547,556,556,4,0.0,303
1765461286598,557,557,4,0.0,303
1765461286649,558,558,4,0.0,303
1765461286699,559,559,4,0.0,303
1765461286750,560,560,4,0.0,303
1765461286801,561,561,4,0.0,303
1765461286852,562,562,4,0.0,303
1765461286903,563,563,4,0.0,303
1765461286953,564,564,4,0.0,303
1765461287004,565,565,4,19.7,303
1765461287055,566,566,4,0.0,303
1765461287106,567,567,4,0.0,303
1765461287157,568,568,4,0.0,303
1765461287207,569,569,4,0.0,303
1765461287258,570,570,4,0.0,303
1765461287309,571,571,4,0.0,303
1765461287360,572,572,4,0.0,303
1765461287410,573,573,4,0.0,303
1765461287461,574,574,4,0.0,303
1765461287511,575,575,4,0.0,303
1765461287562,576,576,4,0.0,303
1765461287613,577,577,4,0.0,303
1765461287663,578,578,4,0.0,303
1765461287714,579,579,4,19.6,303
1765461287766,580,580,4,0.0,303
1765461287816,581,581,4,0.0,303
1765461287867,582,582,4,0.0,303
1765461287918,583,583,4,0.0,303
1765461287969,584,584,4,0.0,303
1765461288019,585,585,4,0.0,303
1765461288070,586,586,4,0.0,303
1765461288121,587,587,4,0.0,303
1765461288172,588,588,4,0.0,303
1765461288223,589,589,4,0.0,303
1765461288274,590,590,4,0.0,303
1765461288325,591,591,4,0.0,303
1765461288376,592,592,4,0.0,303
1765461288427,593,593,4,0.0,303
1765461288478,594,594,4,0.0,303
1765461288529,595,595,4,0.0,303
1765461288580,596,596,4,0.0,303
1765461288631,597,597,4,0.0,303
1765461288681,598,598,4,0.0,303
1765461288732,599,599,4,0.0,303
1765461288783,600,600,4,0.0,303
1765461288834,601,601,4,19.5,303
1765461288884,602,602,4,0.0,303
1765461288934,603,603,4,0.0,303
1765461288986,604,604,4,0.0,303
1765461289036,605,605,4,0.0,303
1765461289087,606,606,4,0.0,303
1765461289138,607,607,4,0.0,303
1765461289188,608,608,4,0.0,303
1765461289239,609,609,4,0.0,303
1765461289289,610,610,4,0.0,303
1765461289340,611,611,4,0.0,303
1765461289390,612,612,4,0.0,303
1765461289441,613,613,4,0.0,303
1765461289492,614,614,4,0.0,303
1765461289543,615,615,4,0.0,303
1765461289594,616,616,4,0.0,303
1765461289645,617,617,4,0.0,303
1765461289695,618,618,4,19.9,303
1765461289746,619,619,4,0.0,303
1765461289797,620,620,4,0.0,303
1765461289847,621,621,4,0.0,303
1765461289898,622,622,4,0.0,303
1765461289949,623,623,4,0.0,303
1765461289999,624,624,4,0.0,303
1765461290050,625,625,4,0.0,303
1765461290101,626,626,4,0.0,303
1765461290152,627,627,4,0.0,303
1765461290202,628,628,4,0.0,303
1765461290253,629,629,4,0.0,303
1765461290303,630,630,4,0.0,303
1765461290354,631,631,4,0.0,303
1765461290405,632,632,4,0.0,303
1765461290455,633,633,4,0.0,303
1765461290506,634,634,4,0.0,303
1765461290557,635,635,4,0.0,303
1765461290607,636,636,4,0.0,303
1765461290658,637,637,4,19.7,303
1765461290709,638,638,4,0.0,303
1765461290759,639,639,4,0.0,303
1765461290810,640,640,4,0.0,303
1765461290860,641,641,4,0.0,303
1765461290911,642,642,4,0.0,303
1765461290962,643,643,4,0.0,303
1765461291013,644,644,4,0.0,303
1765461291063,645,645,4,19.8,303
1765461291114,646,646,4,0.0,303
1765461291165,647,647,4,0.0,303
1765461291215,648,648,4,0.0,303
1765461291266,649,649,4,0.0,303
1765461291317,650,650,4,0.0,303
1765461291368,651,651,4,0.0,303
1765461291418,652,652,4,0.0,303
1765461291469,653,653,4,0.0,303
1765461291520,654,654,4,0.0,303
1765461291570,655,655,4,0.0,303
1765461291621,656,656,4,0.0,303
1765461291672,657,657,4,19.4,303
1765461291722,658,658,4,0.0,303
1765461291774,659,659,4,0.0,303
1765461291824,660,660,4,0.0,303
1765461291875,661,661,4,0.0,303
1765461291925,662,662,4,0.0,303
1765461291977,663,663,4,0.0,303
1765461292027,664,664,4,0.0,303
1765461292078,665,665,4,0.0,303
1765461292129,666,666,4,0.0,303
1765461292179,667,667,4,0.0,303
1765461292230,668,668,4,0.0,303
1765461292281,669,669,4,0.0,303
1765461292332,670,670,4,0.0,303
1765461292383,671,671,4,0.0,303
1765461292434,672,672,4,0.0,303
1765461292484,673,673,4,0.0,303
1765461292535,674,674,4,19.7,303
1765461292586,675,675,4,0.0,303
1765461292636,676,676,4,0.0,303
1765461292687,677,677,4,0.0,303
1765461292738,678,678,4,0.0,303
1765461292789,679,679,4,0.0,303
1765461292839,680,680,4,0.0,303
1765461292890,681,681,4,0.0,303
1765461292941,682,682,4,0.0,303
1765461292992,683,683,4,0.0,303
1765461293042,684,684,4,0.0,303
1765461293093,685,685,4,0.0,303
1765461293144,686,686,4,0.0,303
1765461293195,687,687,4,0.0,303
1765461293245,688,688,4,0.0,303
1765461293296,689,689,4,0.0,303
1765461293347,690,690,4,0.0,303
1765461293398,691,691,4,0.0,303
1765461293448,692,692,4,0.0,303
1765461293499,693,693,4,0.0,303
1765461293550,694,694,4,19.6,303
1765461293601,695,695,4,0.0,303
1765461293651,696,696,4,0.0,303
1765461293702,697,697,4,0.0,303
1765461293753,698,698,4,0.0,303
1765461293804,699,699,4,0.0,303
1765461293855,700,700,4,19.6,303
1765461293905,701,701,4,0.0,303
1765461293956,702,702,4,0.0,303
1765461294007,703,703,4,0.0,303
1765461294058,704,704,4,0.0,303
1765461294108,705,705,4,0.0,303
1765461294159,706,706,4,0.0,303
1765461294210,707,707,4,0.0,303
1765461294261,708,708,4,0.0,303
1765461294312,709,709,4,0.0,303
1765461294363,710,710,4,0.0,303
1765461294413,711,711,4,0.0,303
1765461294464,712,712,4,0.0,303
1765461294514,713,713,4,0.0,303
1765461294565,714,714,4,0.0,303
1765461294616,715,715,4,0.0,303
1765461294667,716,716,4,0.0,303
1765461294717,717,717,4,0.0,303
1765461294767,718,718,4,0.0,303
1765461294818,719,719,4,0.0,303
1765461294869,720,720,4,0.0,303
1765461294919,721,721,4,0.0,303
1765461294970,722,722,4,0.0,303
1765461295021,723,723,4,0.0,303
1765461295071,724,724,4,0.0,303
1765461295122,725,725,4,0.0,303
1765461295172,726,726,4,19.6,303
1765461295223,727,727,4,0.0,303
1765461295274,728,728,4,0.0,303
1765461295325,729,729,4,0.0,303
1765461295375,730,730,4,0.0,303
1765461295426,731,731,4,0.0,303
1765461295477,732,732,4,0.0,303
1765461295527,733,733,4,0.0,303
1765461295578,734,734,4,0.0,303
1765461295628,735,735,4,0.0,303
1765461295679,736,736,4,0.0,303
1765461295729,737,737,4,0.0,303
1765461295780,738,738,4,0.0,303
1765461295830,739,739,4,0.0,303
1765461295880,740,740,4,19.9,303
1765461295931,741,741,4,0.0,303
1765461295982,742,742,4,0.0,303
1765461296032,743,743,4,0.0,303
1765461296083,744,744,4,0.0,303
1765461296134,745,745,4,0.0,303
1765461296185,746,746,4,0.0,303
1765461296236,747,747,4,0.0,303
1765461296286,748,748,4,0.0,303
1765461296337,749,749,4,0.0,303
1765461296388,750,750,4,0.0,303
1765461296439,751,751,4,0.0,303
1765461296489,752,752,4,0.0,303
1765461296540,753,753,4,0.0,303
1765461296591,754,754,4,0.0,303
1765461296642,755,755,4,19.8,303
1765461296692,756,756,4,0.0,303
1765461296743,757,757,4,0.0,303
1765461296794,758,758,4,0.0,303
1765461296844,759,759,4,19.4,303
1765461296895,760,760,4,0.0,303
1765461296945,761,761,4,0.0,303
1765461296996,762,762,4,0.0,303
1765461297047,763,763,4,0.0,303
1765461297097,764,764,4,0.0,303
1765461297147,765,765,4,0.0,303
1765461297198,766,766,4,0.0,303
1765461297249,767,767,4,0.0,303
1765461297299,768,768,4,0.0,303
1765461297350,769,769,4,0.0,303
1765461297401,770,770,4,0.0,303
1765461297451,771,771,4,0.0,303
1765461297502,772,772,4,0.0,303
