timestamp_ms,packets_received,duplicate_rate,sequence_gaps,scenario
1766499936491,36,0.0,0,delay100
1766499938495,74,0.0,0,delay100
1766499940500,114,0.0,0,delay100
1766499942503,153,0.0,0,delay100
1766499944504,192,0.0,0,delay100
1766499946509,231,0.0,0,delay100
1766499948512,269,0.0,0,delay100
1766499948621,308,0.0,0,delay100
1766499950624,348,0.0,0,delay100
1766499952635,387,0.0,0,delay100
1766499954638,426,0.0,0,delay100
1766499956640,465,0.0,0,delay100
1766499958641,504,0.0,0,delay100
1766499960643,542,0.0,0,delay100
1766499962650,582,0.0,0,delay100
1766499964651,621,0.0,0,delay100
1766499966652,660,0.0,0,delay100
1766499968654,699,0.0,0,delay100
1766499970655,737,0.0,0,delay100
1766499972657,776,0.0,0,delay100
1766499974658,815,0.0,0,delay100
1766499976659,854,0.0,0,delay100
1766499978661,893,0.0,0,delay100
1766499978930,915,0.0,0,delay100
1766499980931,937,0.0,0,delay100
1766499982934,976,0.0,0,delay100
1766499984935,1015,0.0,0,delay100
1766499986937,1054,0.0,0,delay100
1766499988938,1093,0.0,0,delay100
1766499990939,1131,0.0,0,delay100
1766499992940,1170,0.0,0,delay100
