timestamp_ms,packets_received,duplicate_rate,sequence_gaps,scenario
1765461193455,35,0.0,0,delay100
1765461195456,75,0.0,0,delay100
1765461197458,114,0.0,0,delay100
1765461199459,154,0.0,0,delay100
1765461201462,193,0.0,0,delay100
1765461203462,233,0.0,0,delay100
1765461205463,273,0.0,0,delay100
1765461206816,312,0.0,0,delay100
1765461208817,352,0.0,0,delay100
1765461210819,391,0.0,0,delay100
1765461212820,431,0.0,0,delay100
1765461214821,470,0.0,0,delay100
1765461216822,510,0.0,0,delay100
1765461218824,549,0.0,0,delay100
1765461220870,590,0.0,0,delay100
1765461222871,629,0.0,0,delay100
1765461224872,668,0.0,0,delay100
1765461226873,708,0.0,0,delay100
1765461228875,748,0.0,0,delay100
1765461230875,787,0.0,0,delay100
1765461232880,827,0.0,0,delay100
1765461234881,866,0.0,0,delay100
1765461236882,906,0.0,0,delay100
1765461238300,945,0.0,0,delay100
1765461240306,985,0.0,0,delay100
1765461242313,1024,0.0,0,delay100
1765461244313,1064,0.0,0,delay100
1765461246315,1103,0.0,0,delay100
1765461248316,1143,0.0,0,delay100
1765461250318,1182,0.0,0,delay100
1765461252319,1222,0.0,0,delay100
