timestamp_ms,packets_received,duplicate_rate,sequence_gaps,scenario
1766498714307,39,0.0,0,baseline
1766498716308,78,0.0,0,baseline
1766498718310,117,0.0,0,baseline
1766498720311,156,0.0,0,baseline
1766498722312,195,0.0,0,baseline
1766498724313,234,0.0,0,baseline
1766498726314,273,0.0,0,baseline
1766498726734,312,0.0,0,baseline
1766498728735,351,0.0,0,baseline
1766498730736,390,0.0,0,baseline
1766498732738,429,0.0,0,baseline
1766498734741,468,0.0,0,baseline
1766498736743,507,0.0,0,baseline
1766498738746,546,0.0,0,baseline
1766498740750,585,0.0,0,baseline
1766498742754,624,0.0,0,baseline
1766498744756,663,0.0,0,baseline
1766498746761,701,0.0,0,baseline
1766498748765,739,0.0,0,baseline
1766498750766,779,0.0,0,baseline
1766498752768,818,0.0,0,baseline
1766498754768,857,0.0,0,baseline
1766498756770,896,0.0,0,baseline
1766498757096,935,0.0,0,baseline
1766498759096,975,0.0,0,baseline
1766498761097,1014,0.0,0,baseline
1766498763098,1053,0.0,0,baseline
1766498765099,1092,0.0,0,baseline
1766498767101,1131,0.0,0,baseline
1766498769103,1169,0.0,0,baseline
1766498771104,1208,0.0,0,baseline
