timestamp_ms,packets_received,duplicate_rate,sequence_gaps,scenario
1765460489967,39,0.0,1,loss2
1765460491970,78,0.0,2,loss2
1765460493971,117,0.0,2,loss2
1765460494986,155,0.0,4,loss2
1765460496987,194,0.0,5,loss2
1765460498991,231,0.0,7,loss2
1765460500992,270,0.0,8,loss2
1765460502993,307,0.0,10,loss2
1765460504994,346,0.0,11,loss2
1765460506995,385,0.0,11,loss2
1765460508997,424,0.0,11,loss2
1765460510999,463,0.0,12,loss2
1765460513001,501,0.0,13,loss2
1765460515002,541,0.0,13,loss2
1765460517003,579,0.0,14,loss2
1765460519044,619,0.0,14,loss2
1765460521045,656,0.0,17,loss2
1765460523047,691,0.0,18,loss2
1765460525048,729,0.0,19,loss2
1765460526478,767,0.0,21,loss2
1765460528479,806,0.0,21,loss2
1765460530481,843,0.0,23,loss2
1765460532484,881,0.0,24,loss2
1765460534485,920,0.0,25,loss2
1765460536486,959,0.0,25,loss2
1765460538490,997,0.0,27,loss2
1765460540492,1034,0.0,29,loss2
1765460542493,1072,0.0,30,loss2
1765460544494,1110,0.0,31,loss2
1765460546497,1147,0.0,34,loss2
