timestamp_ms,packets_received,duplicate_rate,sequence_gaps,scenario
1765365769879,36,0.0,0,delay100
1765365771880,76,0.0,0,delay100
1765365773881,115,0.0,0,delay100
1765365775888,154,0.0,0,delay100
1765365777893,194,0.0,0,delay100
1765365779894,233,0.0,0,delay100
1765365781896,272,0.0,0,delay100
1765365783909,312,0.0,0,delay100
1765365785915,351,0.0,0,delay100
1765365786920,390,0.0,0,delay100
1765365788928,430,0.0,0,delay100
1765365790936,469,0.0,0,delay100
1765365792941,508,0.0,0,delay100
1765365794944,548,0.0,0,delay100
1765365796950,587,0.0,0,delay100
1765365798959,626,0.0,0,delay100
1765365800960,666,0.0,0,delay100
1765365802970,705,0.0,0,delay100
1765365804971,744,0.0,0,delay100
1765365806977,783,0.0,0,delay100
1765365808982,823,0.0,0,delay100
1765365810998,862,0.0,0,delay100
1765365812998,901,0.0,0,delay100
1765365815010,941,0.0,0,delay100
1765365817018,980,0.0,0,delay100
1765365818017,1019,0.0,0,delay100
1765365820028,1059,0.0,0,delay100
1765365822029,1098,0.0,0,delay100
1765365824060,1138,0.0,0,delay100
1765365826063,1177,0.0,0,delay100
1765365828069,1216,0.0,0,delay100
