timestamp_ms,packets_received,duplicate_rate,sequence_gaps,scenario
1766499255740,39,0.0,0,loss2
1766499257742,77,0.0,1,loss2
1766499259745,116,0.0,1,loss2
1766499261746,153,0.0,3,loss2
1766499263748,192,0.0,3,loss2
1766499265750,230,0.0,4,loss2
1766499267751,268,0.0,5,loss2
1766499269754,304,0.0,7,loss2
1766499271757,343,0.0,7,loss2
1766499273760,382,0.0,7,loss2
1766499275762,421,0.0,7,loss2
1766499277763,460,0.0,7,loss2
1766499277999,498,0.0,7,loss2
1766499280001,537,0.0,7,loss2
1766499282003,573,0.0,10,loss2
1766499284004,612,0.0,10,loss2
1766499286010,650,0.0,11,loss2
1766499288011,689,0.0,11,loss2
1766499290015,726,0.0,12,loss2
1766499292018,764,0.0,13,loss2
1766499294020,801,0.0,15,loss2
1766499296023,839,0.0,16,loss2
1766499298026,877,0.0,17,loss2
1766499300027,914,0.0,19,loss2
1766499302030,953,0.0,19,loss2
1766499304031,990,0.0,21,loss2
1766499306035,1029,0.0,22,loss2
1766499308036,1067,0.0,23,loss2
1766499308281,1087,0.0,24,loss2
1766499310283,1108,0.0,25,loss2
1766499312286,1147,0.0,25,loss2
