timestamp_ms,packets_received,duplicate_rate,sequence_gaps,scenario
1765460349543,39,0.0,0,loss2
1765460351546,78,0.0,0,loss2
1765460353548,117,0.0,1,loss2
1765460354817,155,0.0,2,loss2
1765460356820,194,0.0,2,loss2
1765460358826,233,0.0,2,loss2
1765460360828,272,0.0,3,loss2
1765460362830,310,0.0,5,loss2
1765460364831,349,0.0,5,loss2
1765460366832,385,0.0,8,loss2
1765460368833,425,0.0,8,loss2
1765460370834,464,0.0,8,loss2
1765460372837,502,0.0,9,loss2
1765460374843,540,0.0,11,loss2
1765460376849,578,0.0,12,loss2
1765460378854,616,0.0,14,loss2
1765460380884,655,0.0,14,loss2
1765460382887,694,0.0,15,loss2
1765460384889,734,0.0,15,loss2
1765460386261,773,0.0,15,loss2
1765460388268,811,0.0,16,loss2
1765460390274,849,0.0,18,loss2
1765460392276,887,0.0,19,loss2
1765460394278,926,0.0,20,loss2
1765460396284,964,0.0,21,loss2
1765460398285,1003,0.0,21,loss2
1765460400286,1043,0.0,21,loss2
1765460402288,1082,0.0,21,loss2
1765460404289,1120,0.0,22,loss2
1765460406292,1159,0.0,22,loss2
