timestamp_ms,packets_received,duplicate_rate,sequence_gaps,scenario
1765460419055,40,0.0,0,loss2
1765460421056,79,0.0,0,loss2
1765460423057,118,0.0,1,loss2
1765460425058,156,0.0,2,loss2
1765460427059,195,0.0,2,loss2
1765460429061,235,0.0,2,loss2
1765460431062,272,0.0,3,loss2
1765460433065,310,0.0,5,loss2
1765460435068,350,0.0,5,loss2
1765460437072,388,0.0,6,loss2
1765460439074,426,0.0,7,loss2
1765460441076,466,0.0,7,loss2
1765460443078,505,0.0,7,loss2
1765460445081,542,0.0,8,loss2
1765460447082,581,0.0,9,loss2
1765460448353,620,0.0,10,loss2
1765460450394,660,0.0,10,loss2
1765460452395,699,0.0,10,loss2
1765460454396,737,0.0,12,loss2
1765460456398,774,0.0,14,loss2
1765460458400,813,0.0,14,loss2
1765460460401,853,0.0,14,loss2
1765460462403,892,0.0,14,loss2
1765460464408,929,0.0,16,loss2
1765460466409,969,0.0,16,loss2
1765460468411,1007,0.0,17,loss2
1765460470413,1043,0.0,20,loss2
1765460472418,1083,0.0,20,loss2
1765460474425,1120,0.0,22,loss2
1765460476427,1158,0.0,24,loss2
