timestamp_ms,packets_received,duplicate_rate,sequence_gaps,scenario
1765460841599,38,0.0,1,loss5
1765460843603,76,0.0,2,loss5
1765460845604,114,0.0,4,loss5
1765460847611,151,0.0,7,loss5
1765460849614,189,0.0,8,loss5
1765460851615,226,0.0,9,loss5
1765460853616,263,0.0,12,loss5
1765460855617,299,0.0,16,loss5
1765460857618,338,0.0,16,loss5
1765460859619,376,0.0,18,loss5
1765460861620,413,0.0,21,loss5
1765460863621,453,0.0,21,loss5
1765460865623,491,0.0,22,loss5
1765460867624,528,0.0,25,loss5
1765460869625,565,0.0,28,loss5
1765460871665,604,0.0,29,loss5
1765460873666,643,0.0,30,loss5
1765460875668,683,0.0,30,loss5
1765460877669,719,0.0,33,loss5
1765460879670,756,0.0,36,loss5
1765460881671,793,0.0,39,loss5
1765460883672,830,0.0,42,loss5
1765460885673,867,0.0,45,loss5
1765460887673,905,0.0,47,loss5
1765460889103,943,0.0,48,loss5
1765460891104,979,0.0,52,loss5
1765460893105,1017,0.0,54,loss5
1765460895106,1055,0.0,56,loss5
1765460897107,1090,0.0,60,loss5
1765460899109,1126,0.0,62,loss5
1765460901111,1162,0.0,65,loss5
