timestamp_ms,packets_received,duplicate_rate,sequence_gaps,scenario
1765460135166,40,0.0,0,baseline
1765460137184,80,0.0,0,baseline
1765460139190,119,0.0,0,baseline
1765460141196,159,0.0,0,baseline
1765460143199,198,0.0,0,baseline
1765460144534,238,0.0,0,baseline
1765460146539,277,0.0,0,baseline
1765460148544,317,0.0,0,baseline
1765460150545,356,0.0,0,baseline
1765460152547,395,0.0,0,baseline
1765460154548,435,0.0,0,baseline
1765460156549,474,0.0,0,baseline
1765460158551,513,0.0,0,baseline
1765460160553,552,0.0,0,baseline
1765460162559,592,0.0,0,baseline
1765460164567,631,0.0,0,baseline
1765460166573,671,0.0,0,baseline
1765460168574,710,0.0,0,baseline
1765460170578,749,0.0,0,baseline
1765460172581,789,0.0,0,baseline
1765460174583,828,0.0,0,baseline
1765460175899,868,0.0,0,baseline
1765460177902,907,0.0,0,baseline
1765460179905,947,0.0,0,baseline
1765460181907,986,0.0,0,baseline
1765460183909,1025,0.0,0,baseline
1765460185910,1065,0.0,0,baseline
1765460187911,1104,0.0,0,baseline
1765460189912,1143,0.0,0,baseline
1765460191913,1182,0.0,0,baseline
