timestamp_ms,packets_received,duplicate_rate,sequence_gaps,scenario
1766499733584,35,0.0,0,delay100
1766499735587,74,0.0,0,delay100
1766499735817,114,0.0,0,delay100
1766499737830,153,0.0,0,delay100
1766499739831,192,0.0,0,delay100
1766499741833,231,0.0,0,delay100
1766499743839,270,0.0,0,delay100
1766499745845,309,0.0,0,delay100
1766499747855,348,0.0,0,delay100
1766499749862,387,0.0,0,delay100
1766499751864,427,0.0,0,delay100
1766499753868,466,0.0,0,delay100
1766499755870,505,0.0,0,delay100
1766499757871,544,0.0,0,delay100
1766499759879,583,0.0,0,delay100
1766499761880,622,0.0,0,delay100
1766499763881,661,0.0,0,delay100
1766499765882,700,0.0,0,delay100
1766499766071,739,0.0,0,delay100
1766499768072,778,0.0,0,delay100
1766499770074,817,0.0,0,delay100
1766499772075,856,0.0,0,delay100
1766499774077,895,0.0,0,delay100
1766499776079,933,0.0,0,delay100
1766499778080,972,0.0,0,delay100
1766499780082,1011,0.0,0,delay100
1766499782083,1050,0.0,0,delay100
1766499784086,1088,0.0,0,delay100
1766499786087,1127,0.0,0,delay100
1766499788088,1166,0.0,0,delay100
1766499790089,1205,0.0,0,delay100
