timestamp_ms,packets_received,duplicate_rate,sequence_gaps,scenario
1765460700033,37,0.0,2,loss5
1765460702035,76,0.0,2,loss5
1765460704036,113,0.0,5,loss5
1765460706037,151,0.0,7,loss5
1765460708038,188,0.0,9,loss5
1765460710040,223,0.0,13,loss5
1765460712041,263,0.0,13,loss5
1765460714047,300,0.0,15,loss5
1765460716049,335,0.0,19,loss5
1765460718072,375,0.0,19,loss5
1765460720074,413,0.0,20,loss5
1765460722075,450,0.0,23,loss5
1765460724076,487,0.0,25,loss5
1765460726079,522,0.0,29,loss5
1765460728080,562,0.0,29,loss5
1765460730113,601,0.0,30,loss5
1765460732158,636,0.0,35,loss5
1765460734182,674,0.0,37,loss5
1765460736227,713,0.0,38,loss5
1765460738252,753,0.0,39,loss5
1765460740298,790,0.0,42,loss5
1765460742326,830,0.0,42,loss5
1765460744365,866,0.0,46,loss5
1765460746391,904,0.0,48,loss5
1765460748430,941,0.0,51,loss5
1765460750457,979,0.0,53,loss5
1765460752475,1019,0.0,53,loss5
1765460754488,1055,0.0,56,loss5
1765460756493,1094,0.0,57,loss5
1765460758506,1131,0.0,60,loss5
