timestamp_ms,packets_received,duplicate_rate,sequence_gaps,scenario
1766505048047,39,0.0,0,baseline
1766505050047,79,0.0,0,baseline
1766505052048,119,0.0,0,baseline
1766505054049,159,0.0,0,baseline
1766505056049,198,0.0,0,baseline
1766505058050,238,0.0,0,baseline
1766505060050,278,0.0,0,baseline
1766505062052,317,0.0,0,baseline
1766505064052,357,0.0,0,baseline
1766505066053,397,0.0,0,baseline
1766505068056,437,0.0,0,baseline
1766505070056,476,0.0,0,baseline
1766505072056,516,0.0,0,baseline
1766505074057,556,0.0,0,baseline
1766505076060,595,0.0,0,baseline
1766505078062,635,0.0,0,baseline
1766505080062,675,0.0,0,baseline
1766505082062,715,0.0,0,baseline
1766505084063,755,0.0,0,baseline
1766505086063,793,0.0,0,baseline
1766505088064,833,0.0,0,baseline
1766505090064,872,0.0,0,baseline
1766505092065,912,0.0,0,baseline
1766505094065,952,0.0,0,baseline
1766505096066,992,0.0,0,baseline
1766505098067,1031,0.0,0,baseline
1766505100068,1071,0.0,0,baseline
1766505102068,1110,0.0,0,baseline
1766505104071,1150,0.0,0,baseline
1766505106071,1190,0.0,0,baseline
1766505108073,1230,0.0,0,baseline
1766505110073,1269,0.0,0,baseline
1766505112073,1309,0.0,0,baseline
1766505114074,1349,0.0,0,baseline
1766505116074,1388,0.0,0,baseline
1766505118074,1428,0.0,0,baseline
1766505120075,1468,0.0,0,baseline
1766505122075,1507,0.0,0,baseline
1766505124075,1547,0.0,0,baseline
1766505126076,1587,0.0,0,baseline
1766505128076,1626,0.0,0,baseline
1766505130076,1666,0.0,0,baseline
1766505132077,1706,0.0,0,baseline
1766505134077,1746,0.0,0,baseline
1766505136078,1785,0.0,0,baseline
1766505138078,1825,0.0,0,baseline
1766505140081,1864,0.0,0,baseline
1766505142081,1904,0.0,0,baseline
1766505144081,1944,0.0,0,baseline
1766505146082,1984,0.0,0,baseline
1766505148083,2023,0.0,0,baseline
1766505150083,2063,0.0,0,baseline
1766505152083,2102,0.0,0,baseline
1766505154084,2142,0.0,0,baseline
1766505156084,2182,0.0,0,baseline
1766505158085,2221,0.0,0,baseline
1766505160085,2261,0.0,0,baseline
1766505162086,2301,0.0,0,baseline
1766505164086,2340,0.0,0,baseline
1766505166086,2380,0.0,0,baseline
1766505168087,2420,0.0,0,baseline
1766505170088,2459,0.0,0,baseline
1766505172088,2499,0.0,0,baseline
