timestamp_ms,packets_received,duplicate_rate,sequence_gaps,scenario
1765461192926,36,0.0,0,delay100
1765461194927,75,0.0,0,delay100
1765461196930,115,0.0,0,delay100
1765461198932,154,0.0,0,delay100
1765461200932,194,0.0,0,delay100
1765461202939,234,0.0,0,delay100
1765461204941,273,0.0,0,delay100
1765461206294,313,0.0,0,delay100
1765461208300,352,0.0,0,delay100
1765461210301,392,0.0,0,delay100
1765461212302,432,0.0,0,delay100
1765461214303,471,0.0,0,delay100
1765461216304,511,0.0,0,delay100
1765461218307,550,0.0,0,delay100
1765461220348,590,0.0,0,delay100
1765461222350,630,0.0,0,delay100
1765461224352,669,0.0,0,delay100
1765461226353,709,0.0,0,delay100
1765461228355,748,0.0,0,delay100
1765461230356,788,0.0,0,delay100
1765461232357,827,0.0,0,delay100
1765461234359,867,0.0,0,delay100
1765461236360,906,0.0,0,delay100
1765461237778,946,0.0,0,delay100
1765461239779,985,0.0,0,delay100
1765461241781,1025,0.0,0,delay100
1765461243782,1064,0.0,0,delay100
1765461245784,1104,0.0,0,delay100
1765461247785,1143,0.0,0,delay100
1765461249787,1183,0.0,0,delay100
1765461251791,1222,0.0,0,delay100
