timestamp_ms,packets_received,duplicate_rate,sequence_gaps,scenario
1765461122556,36,0.0,0,delay100
1765461124558,76,0.0,0,delay100
1765461126559,115,0.0,0,delay100
1765461128560,154,0.0,0,delay100
1765461130563,194,0.0,0,delay100
1765461132570,234,0.0,0,delay100
1765461134571,273,0.0,0,delay100
1765461136572,313,0.0,0,delay100
1765461138582,352,0.0,0,delay100
1765461140584,392,0.0,0,delay100
1765461141976,431,0.0,0,delay100
1765461143977,471,0.0,0,delay100
1765461145978,510,0.0,0,delay100
1765461147980,550,0.0,0,delay100
1765461150014,590,0.0,0,delay100
1765461152016,629,0.0,0,delay100
1765461154019,669,0.0,0,delay100
1765461156026,709,0.0,0,delay100
1765461158028,748,0.0,0,delay100
1765461160030,788,0.0,0,delay100
1765461162031,827,0.0,0,delay100
1765461164043,867,0.0,0,delay100
1765461166044,906,0.0,0,delay100
1765461168045,946,0.0,0,delay100
1765461170046,985,0.0,0,delay100
1765461172047,1025,0.0,0,delay100
1765461174050,1064,0.0,0,delay100
1765461175436,1104,0.0,0,delay100
1765461177438,1143,0.0,0,delay100
1765461179440,1183,0.0,0,delay100
1765461181443,1222,0.0,0,delay100
