timestamp_ms,packets_received,duplicate_rate,sequence_gaps,scenario
1765460350051,39,0.0,0,loss2
1765460352054,78,0.0,0,loss2
1765460353321,117,0.0,1,loss2
1765460355322,155,0.0,2,loss2
1765460357324,194,0.0,2,loss2
1765460359326,232,0.0,3,loss2
1765460361327,271,0.0,4,loss2
1765460363329,309,0.0,4,loss2
1765460365331,348,0.0,6,loss2
1765460367332,387,0.0,6,loss2
1765460369337,427,0.0,6,loss2
1765460371339,465,0.0,7,loss2
1765460373341,504,0.0,7,loss2
1765460375342,543,0.0,8,loss2
1765460377344,580,0.0,10,loss2
1765460379346,620,0.0,10,loss2
1765460381348,658,0.0,11,loss2
1765460383351,697,0.0,11,loss2
1765460384740,735,0.0,13,loss2
1765460386744,773,0.0,15,loss2
1765460388746,811,0.0,16,loss2
1765460390747,850,0.0,16,loss2
1765460392749,889,0.0,16,loss2
1765460394750,928,0.0,17,loss2
1765460396751,967,0.0,17,loss2
1765460398753,1006,0.0,17,loss2
1765460400755,1045,0.0,18,loss2
1765460402757,1084,0.0,18,loss2
1765460404769,1123,0.0,19,loss2
1765460406770,1161,0.0,20,loss2
