timestamp_ms,packets_received,duplicate_rate,sequence_gaps,scenario
1766499734110,36,0.0,0,delay100
1766499734335,75,0.0,0,delay100
1766499736349,114,0.0,0,delay100
1766499738360,153,0.0,0,delay100
1766499740368,192,0.0,0,delay100
1766499742373,231,0.0,0,delay100
1766499744375,270,0.0,0,delay100
1766499746376,310,0.0,0,delay100
1766499748377,348,0.0,0,delay100
1766499750378,387,0.0,0,delay100
1766499752379,427,0.0,0,delay100
1766499754380,466,0.0,0,delay100
1766499756381,505,0.0,0,delay100
1766499758385,544,0.0,0,delay100
1766499760392,583,0.0,0,delay100
1766499762394,622,0.0,0,delay100
1766499764410,661,0.0,0,delay100
1766499764599,700,0.0,0,delay100
1766499766610,739,0.0,0,delay100
1766499768613,779,0.0,0,delay100
1766499770616,817,0.0,0,delay100
1766499772618,856,0.0,0,delay100
1766499774619,895,0.0,0,delay100
1766499776621,934,0.0,0,delay100
1766499778623,973,0.0,0,delay100
1766499780636,1012,0.0,0,delay100
1766499782638,1050,0.0,0,delay100
1766499784651,1089,0.0,0,delay100
1766499786665,1128,0.0,0,delay100
1766499788667,1167,0.0,0,delay100
