recv_time_ms,snapshot_id,seq_num,server_ts_ms,latency_ms,jitter_ms,redundancy_used,scenario
1765460767939,44,44,1765460767939,0,0,2,loss5
1765460768049,45,45,1765460767989,60,60,2,loss5
1765460768051,46,46,1765460768039,12,48,2,loss5
1765460768139,48,48,1765460768139,0,38,2,loss5
1765460768189,49,49,1765460768189,0,0,2,loss5
1765460768239,50,50,1765460768239,0,0,2,loss5
1765460768290,51,51,1765460768289,1,1,2,loss5
1765460768340,52,52,1765460768339,1,0,2,loss5
1765460768390,53,53,1765460768390,0,0,2,loss5
1765460768440,54,54,1765460768440,0,0,2,loss5
1765460768490,55,55,1765460768490,0,0,2,loss5
1765460768540,56,56,1765460768540,0,0,2,loss5
1765460768590,57,57,1765460768590,0,0,2,loss5
1765460768640,58,58,1765460768640,0,0,2,loss5
1765460768690,59,59,1765460768690,0,0,2,loss5
1765460768740,60,60,1765460768740,0,0,2,loss5
1765460768790,61,61,1765460768790,0,0,2,loss5
1765460768841,62,62,1765460768840,1,1,2,loss5
1765460768891,63,63,1765460768890,1,0,2,loss5
1765460768941,64,64,1765460768941,0,0,2,loss5
1765460768991,65,65,1765460768991,0,0,2,loss5
1765460769043,66,66,1765460769041,2,2,2,loss5
1765460769092,67,67,1765460769091,1,1,2,loss5
1765460769141,68,68,1765460769141,0,1,2,loss5
1765460769191,69,69,1765460769191,0,0,2,loss5
1765460769241,70,70,1765460769241,0,0,2,loss5
1765460769292,71,71,1765460769291,1,1,2,loss5
1765460769342,72,72,1765460769341,1,0,2,loss5
1765460769442,74,74,1765460769442,0,50,2,loss5
1765460769493,75,75,1765460769492,1,1,2,loss5
1765460769542,76,76,1765460769542,0,1,2,loss5
1765460769592,77,77,1765460769592,0,0,2,loss5
1765460769642,78,78,1765460769642,0,0,2,loss5
1765460769693,79,79,1765460769692,1,1,2,loss5
1765460769743,80,80,1765460769742,1,0,2,loss5
1765460769793,81,81,1765460769793,0,0,2,loss5
1765460769843,82,82,1765460769843,0,0,2,loss5
1765460769893,83,83,1765460769893,0,0,2,loss5
1765460769943,84,84,1765460769943,0,0,2,loss5
1765460769994,85,85,1765460769993,1,1,2,loss5
1765460770043,86,86,1765460770043,0,1,2,loss5
1765460770094,87,87,1765460770093,1,1,2,loss5
1765460770144,88,88,1765460770143,1,0,2,loss5
1765460770194,89,89,1765460770194,0,0,2,loss5
1765460770244,90,90,1765460770244,0,0,2,loss5
1765460770294,91,91,1765460770294,0,0,2,loss5
1765460770344,92,92,1765460770344,0,0,2,loss5
1765460770394,93,93,1765460770394,0,0,2,loss5
1765460770445,94,94,1765460770444,1,1,2,loss5
1765460770496,95,95,1765460770495,1,1,2,loss5
1765460770546,96,96,1765460770545,1,0,2,loss5
1765460770596,97,97,1765460770596,0,0,2,loss5
1765460770647,98,98,1765460770646,1,1,2,loss5
1765460770697,99,99,1765460770696,1,0,2,loss5
1765460770797,101,101,1765460770797,0,50,2,loss5
1765460770847,102,102,1765460770847,0,0,2,loss5
1765460770898,103,103,1765460770897,1,1,2,loss5
1765460770948,104,104,1765460770947,1,0,2,loss5
1765460770998,105,105,1765460770998,0,0,2,loss5
1765460771098,107,107,1765460771098,0,50,2,loss5
1765460771149,108,108,1765460771148,1,1,2,loss5
1765460771199,109,109,1765460771198,1,0,2,loss5
1765460771249,110,110,1765460771248,1,0,2,loss5
1765460771300,111,111,1765460771299,1,1,2,loss5
1765460771349,112,112,1765460771349,0,1,2,loss5
1765460771399,113,113,1765460771399,0,0,2,loss5
1765460771451,114,114,1765460771450,1,2,2,loss5
1765460771500,115,115,1765460771500,0,1,2,loss5
1765460771551,116,116,1765460771550,1,1,2,loss5
1765460771601,117,117,1765460771601,0,0,2,loss5
1765460771651,118,118,1765460771651,0,0,2,loss5
