timestamp_ms,packets_received,duplicate_rate,sequence_gaps,scenario
1766505320252,40,0.0,0,baseline
1766505322254,80,0.0,0,baseline
1766505324254,119,0.0,0,baseline
1766505326255,159,0.0,0,baseline
1766505328255,199,0.0,0,baseline
1766505330256,239,0.0,0,baseline
1766505332256,278,0.0,0,baseline
1766505334257,318,0.0,0,baseline
1766505336257,358,0.0,0,baseline
1766505338258,368,0.0,0,baseline
1766505340258,368,0.0,0,baseline
1766505342259,368,0.0,0,baseline
1766505344260,368,0.0,0,baseline
1766505346260,368,0.0,0,baseline
1766505348263,368,0.0,0,baseline
1766505350263,368,0.0,0,baseline
1766505352263,368,0.0,0,baseline
1766505354263,368,0.0,0,baseline
1766505356264,368,0.0,0,baseline
1766505358264,368,0.0,0,baseline
1766505360265,368,0.0,0,baseline
