timestamp_ms,packets_received,duplicate_rate,sequence_gaps,scenario
1766499119651,39,0.0,0,loss2
1766499121652,77,0.0,1,loss2
1766499123658,116,0.0,1,loss2
1766499124007,155,0.0,1,loss2
1766499126022,192,0.0,3,loss2
1766499128035,230,0.0,4,loss2
1766499130048,268,0.0,5,loss2
1766499132057,306,0.0,6,loss2
1766499134065,343,0.0,8,loss2
1766499136071,382,0.0,8,loss2
1766499138073,421,0.0,8,loss2
1766499140077,458,0.0,9,loss2
1766499142103,497,0.0,10,loss2
1766499144124,535,0.0,11,loss2
1766499146145,573,0.0,12,loss2
1766499148160,611,0.0,13,loss2
1766499150177,649,0.0,14,loss2
1766499152184,688,0.0,14,loss2
1766499154187,727,0.0,14,loss2
1766499154581,766,0.0,14,loss2
1766499156605,806,0.0,14,loss2
1766499158626,845,0.0,14,loss2
1766499160643,884,0.0,14,loss2
1766499162657,921,0.0,16,loss2
1766499164668,960,0.0,16,loss2
1766499166675,998,0.0,17,loss2
1766499168676,1036,0.0,18,loss2
1766499170678,1075,0.0,18,loss2
1766499172682,1111,0.0,20,loss2
1766499174683,1150,0.0,20,loss2
1766499176687,1187,0.0,21,loss2
