timestamp_ms,packets_received,duplicate_rate,sequence_gaps,scenario
1765460841096,39,0.0,0,loss5
1765460843098,78,0.0,1,loss5
1765460845099,115,0.0,3,loss5
1765460847100,152,0.0,6,loss5
1765460849102,191,0.0,6,loss5
1765460851104,229,0.0,7,loss5
1765460853104,264,0.0,11,loss5
1765460855105,301,0.0,12,loss5
1765460857106,340,0.0,14,loss5
1765460859108,378,0.0,16,loss5
1765460861111,416,0.0,18,loss5
1765460863112,452,0.0,22,loss5
1765460865114,490,0.0,23,loss5
1765460867115,527,0.0,26,loss5
1765460869117,566,0.0,27,loss5
1765460871157,606,0.0,27,loss5
1765460873158,646,0.0,27,loss5
1765460875159,685,0.0,28,loss5
1765460877160,723,0.0,29,loss5
1765460879161,762,0.0,30,loss5
1765460881169,800,0.0,32,loss5
1765460883169,838,0.0,34,loss5
1765460885184,876,0.0,36,loss5
1765460887185,915,0.0,37,loss5
1765460888615,954,0.0,38,loss5
1765460890615,992,0.0,40,loss5
1765460892616,1030,0.0,42,loss5
1765460894616,1067,0.0,44,loss5
1765460896618,1104,0.0,46,loss5
1765460898619,1140,0.0,49,loss5
1765460900631,1177,0.0,50,loss5
