timestamp_ms,packets_received,duplicate_rate,sequence_gaps,scenario
1766499664982,35,0.0,0,delay100
1766499666983,74,0.0,0,delay100
1766499668985,113,0.0,0,delay100
1766499670986,151,0.0,0,delay100
1766499672987,190,0.0,0,delay100
1766499674988,229,0.0,0,delay100
1766499675169,268,0.0,0,delay100
1766499677171,307,0.0,0,delay100
1766499679174,347,0.0,0,delay100
1766499681177,386,0.0,0,delay100
1766499683178,425,0.0,0,delay100
1766499685181,463,0.0,0,delay100
1766499687184,502,0.0,0,delay100
1766499689185,541,0.0,0,delay100
1766499691187,580,0.0,0,delay100
1766499693188,619,0.0,0,delay100
1766499695189,658,0.0,0,delay100
1766499697191,697,0.0,0,delay100
1766499699192,736,0.0,0,delay100
1766499701193,775,0.0,0,delay100
1766499703195,814,0.0,0,delay100
1766499705222,853,0.0,0,delay100
1766499705398,893,0.0,0,delay100
1766499707399,932,0.0,0,delay100
1766499709399,971,0.0,0,delay100
1766499711402,1010,0.0,0,delay100
1766499713403,1048,0.0,0,delay100
1766499715404,1088,0.0,0,delay100
1766499717407,1127,0.0,0,delay100
1766499719408,1166,0.0,0,delay100
1766499721409,1205,0.0,0,delay100
