timestamp_ms,packets_received,duplicate_rate,sequence_gaps,scenario
1765460842102,33,0.0,5,loss5
1765460844104,71,0.0,6,loss5
1765460846105,108,0.0,9,loss5
1765460848106,147,0.0,10,loss5
1765460850107,186,0.0,10,loss5
1765460852108,222,0.0,12,loss5
1765460854109,259,0.0,15,loss5
1765460856110,294,0.0,19,loss5
1765460858111,333,0.0,20,loss5
1765460860112,369,0.0,24,loss5
1765460862114,408,0.0,25,loss5
1765460864115,443,0.0,30,loss5
1765460866116,480,0.0,32,loss5
1765460868117,517,0.0,34,loss5
1765460870119,552,0.0,39,loss5
1765460872159,592,0.0,40,loss5
1765460874160,629,0.0,43,loss5
1765460876161,666,0.0,45,loss5
1765460878162,702,0.0,49,loss5
1765460880163,741,0.0,50,loss5
1765460882165,779,0.0,52,loss5
1765460884166,818,0.0,53,loss5
1765460886166,853,0.0,58,loss5
1765460888167,890,0.0,60,loss5
1765460889597,928,0.0,62,loss5
1765460891598,967,0.0,63,loss5
1765460893599,1005,0.0,65,loss5
1765460895600,1043,0.0,67,loss5
1765460897603,1079,0.0,69,loss5
1765460899605,1112,0.0,75,loss5
