timestamp_ms,packets_received,duplicate_rate,sequence_gaps,scenario
1765460272537,39,0.0,1,loss2
1765460274538,77,0.0,2,loss2
1765460276540,115,0.0,3,loss2
1765460278542,155,0.0,3,loss2
1765460280543,194,0.0,3,loss2
1765460282543,232,0.0,4,loss2
1765460284546,270,0.0,5,loss2
1765460286547,309,0.0,6,loss2
1765460288548,346,0.0,8,loss2
1765460290549,381,0.0,12,loss2
1765460292550,420,0.0,13,loss2
1765460294552,459,0.0,13,loss2
1765460296556,498,0.0,13,loss2
1765460298559,536,0.0,14,loss2
1765460300560,574,0.0,16,loss2
1765460301835,614,0.0,16,loss2
1765460303839,652,0.0,18,loss2
1765460305840,691,0.0,18,loss2
1765460307841,731,0.0,18,loss2
1765460309842,770,0.0,18,loss2
1765460311843,809,0.0,18,loss2
1765460313844,847,0.0,19,loss2
1765460321986,886,0.0,20,loss2
1765460323988,923,0.0,22,loss2
1765460325989,963,0.0,22,loss2
1765460327991,1001,0.0,23,loss2
1765460329993,1039,0.0,24,loss2
1765460331995,1078,0.0,25,loss2
1765460333996,1115,0.0,27,loss2
1765460335999,1154,0.0,27,loss2
