recv_time_ms,snapshot_id,seq_num,server_ts_ms,latency_ms,jitter_ms,redundancy_used,scenario
1766505378049,237,237,1766505377996,53,0,2,baseline
1766505378049,238,238,1766505378046,3,50,2,baseline
1766505378133,239,239,1766505378096,37,34,2,baseline
1766505378214,240,240,1766505378148,66,31,2,baseline
1766505378215,241,241,1766505378199,16,49,2,baseline
1766505378249,242,242,1766505378249,0,16,2,baseline
1766505378299,243,243,1766505378299,0,0,2,baseline
1766505378349,244,244,1766505378349,0,0,2,baseline
1766505378401,245,245,1766505378400,1,2,2,baseline
1766505378450,246,246,1766505378450,0,1,2,baseline
1766505378502,247,247,1766505378501,1,2,2,baseline
1766505378551,248,248,1766505378551,0,1,2,baseline
1766505378601,249,249,1766505378601,0,0,2,baseline
1766505378652,250,250,1766505378652,0,1,2,baseline
1766505378703,251,251,1766505378702,1,1,2,baseline
1766505378753,252,252,1766505378753,0,0,2,baseline
1766505378803,253,253,1766505378803,0,0,2,baseline
1766505378853,254,254,1766505378853,0,0,2,baseline
1766505378904,255,255,1766505378903,1,1,2,baseline
1766505378955,256,256,1766505378954,1,1,2,baseline
1766505379005,257,257,1766505379004,1,0,2,baseline
1766505379056,258,258,1766505379055,1,1,2,baseline
1766505379105,259,259,1766505379105,0,1,2,baseline
1766505379156,260,260,1766505379155,1,1,2,baseline
1766505379206,261,261,1766505379206,0,0,2,baseline
1766505379256,262,262,1766505379256,0,0,2,baseline
1766505379306,263,263,1766505379306,0,0,2,baseline
1766505379356,264,264,1766505379356,0,0,2,baseline
1766505379407,265,265,1766505379406,1,1,2,baseline
1766505379457,266,266,1766505379457,0,0,2,baseline
1766505379508,267,267,1766505379507,1,1,2,baseline
1766505379558,268,268,1766505379557,1,0,2,baseline
1766505379608,269,269,1766505379608,0,0,2,baseline
1766505379658,270,270,1766505379658,0,0,2,baseline
1766505379708,271,271,1766505379708,0,0,2,baseline
1766505379758,272,272,1766505379758,0,0,2,baseline
1766505379811,273,273,1766505379809,2,3,2,baseline
1766505379861,274,274,1766505379859,2,0,2,baseline
1766505379911,275,275,1766505379909,2,0,2,baseline
1766505379960,276,276,1766505379960,0,1,2,baseline
1766505380010,277,277,1766505380010,0,0,2,baseline
1766505380061,278,278,1766505380061,0,1,2,baseline
1766505380111,279,279,1766505380111,0,0,2,baseline
1766505380162,280,280,1766505380161,1,1,2,baseline
1766505380212,281,281,1766505380212,0,0,2,baseline
1766505380262,282,282,1766505380262,0,0,2,baseline
1766505380312,283,283,1766505380312,0,0,2,baseline
1766505380917,284,284,1766505380362,555,555,2,baseline
1766505380919,285,285,1766505380413,506,48,2,baseline
1766505380919,286,286,1766505380463,456,50,2,baseline
1766505380920,287,287,1766505380514,406,49,2,baseline
1766505380921,288,288,1766505380564,357,49,2,baseline
1766505380921,289,289,1766505380614,307,50,2,baseline
1766505380921,290,290,1766505380665,256,50,2,baseline
1766505380921,291,291,1766505380715,206,50,2,baseline
1766505380921,292,292,1766505380765,156,50,2,baseline
1766505380921,293,293,1766505380816,105,50,2,baseline
1766505380921,294,294,1766505380866,55,50,2,baseline
1766505380921,295,295,1766505380916,5,50,2,baseline
1766505380966,296,296,1766505380966,0,5,2,baseline
1766505381017,297,297,1766505381017,0,1,2,baseline
1766505381068,298,298,1766505381067,1,1,2,baseline
1766505381117,299,299,1766505381117,0,1,2,baseline
1766505381169,300,300,1766505381167,2,2,2,baseline
1766505381218,301,301,1766505381218,0,1,2,baseline
1766505381269,302,302,1766505381269,0,1,2,baseline
1766505381319,303,303,1766505381319,0,0,2,baseline
1766505381370,304,304,1766505381369,1,1,2,baseline
1766505381420,305,305,1766505381419,1,0,2,baseline
1766505381470,306,306,1766505381470,0,0,2,baseline
1766505381521,307,307,1766505381520,1,1,2,baseline
1766505381570,308,308,1766505381570,0,1,2,baseline
1766505381621,309,309,1766505381620,1,1,2,baseline
1766505381671,310,310,1766505381671,0,0,2,baseline
1766505381721,311,311,1766505381721,0,0,2,baseline
1766505381772,312,312,1766505381772,0,1,2,baseline
1766505381823,313,313,1766505381822,1,1,2,baseline
1766505381872,314,314,1766505381872,0,1,2,baseline
1766505381923,315,315,1766505381922,1,1,2,baseline
1766505381974,316,316,1766505381974,0,1,2,baseline
1766505382024,317,317,1766505382024,0,0,2,baseline
1766505382074,318,318,1766505382074,0,0,2,baseline
1766505382124,319,319,1766505382124,0,0,2,baseline
1766505382175,320,320,1766505382175,0,1,2,baseline
1766505382225,321,321,1766505382225,0,0,2,baseline
1766505382275,322,322,1766505382275,0,0,2,baseline
1766505382325,323,323,1766505382325,0,0,2,baseline
1766505382376,324,324,1766505382375,1,1,2,baseline
1766505382426,325,325,1766505382426,0,0,2,baseline
1766505382476,326,326,1766505382476,0,0,2,baseline
1766505382528,327,327,1766505382526,2,2,2,baseline
1766505382577,328,328,1766505382576,1,1,2,baseline
1766505382628,329,329,1766505382628,0,1,2,baseline
1766505382678,330,330,1766505382677,1,0,2,baseline
1766505382728,331,331,1766505382728,0,0,2,baseline
1766505382779,332,332,1766505382778,1,1,2,baseline
1766505382830,333,333,1766505382829,1,1,2,baseline
1766505382880,334,334,1766505382880,0,0,2,baseline
1766505382931,335,335,1766505382931,0,1,2,baseline
1766505382981,336,336,1766505382981,0,0,2,baseline
1766505383032,337,337,1766505383032,0,1,2,baseline
1766505383082,338,338,1766505383082,0,0,2,baseline
1766505383132,339,339,1766505383132,0,0,2,baseline
1766505383183,340,340,1766505383183,0,1,2,baseline
1766505383233,341,341,1766505383233,0,0,2,baseline
1766505383283,342,342,1766505383283,0,0,2,baseline
1766505383334,343,343,1766505383333,1,1,2,baseline
1766505383384,344,344,1766505383384,0,0,2,baseline
1766505383434,345,345,1766505383434,0,0,2,baseline
1766505383484,346,346,1766505383484,0,0,2,baseline
1766505383535,347,347,1766505383535,0,1,2,baseline
1766505383585,348,348,1766505383585,0,0,2,baseline
1766505383636,349,349,1766505383636,0,1,2,baseline
1766505383687,350,350,1766505383686,1,1,2,baseline
1766505383737,351,351,1766505383737,0,0,2,baseline
1766505383787,352,352,1766505383787,0,0,2,baseline
1766505383838,353,353,1766505383837,1,1,2,baseline
1766505383888,354,354,1766505383888,0,0,2,baseline
1766505383938,355,355,1766505383938,0,0,2,baseline
1766505383989,356,356,1766505383989,0,1,2,baseline
1766505384039,357,357,1766505384039,0,0,2,baseline
1766505384090,358,358,1766505384090,0,1,2,baseline
1766505384140,359,359,1766505384140,0,0,2,baseline
1766505384191,360,360,1766505384191,0,1,2,baseline
1766505384242,361,361,1766505384241,1,1,2,baseline
1766505384292,362,362,1766505384292,0,0,2,baseline
1766505384342,363,363,1766505384342,0,0,2,baseline
1766505384392,364,364,1766505384392,0,0,2,baseline
1766505384443,365,365,1766505384443,0,1,2,baseline
1766505384493,366,366,1766505384493,0,0,2,baseline
1766505384543,367,367,1766505384543,0,0,2,baseline
1766505384593,368,368,1766505384593,0,0,2,baseline
1766505384644,369,369,1766505384643,1,1,2,baseline
1766505384694,370,370,1766505384694,0,0,2,baseline
1766505384745,371,371,1766505384744,1,1,2,baseline
1766505384795,372,372,1766505384795,0,0,2,baseline
1766505384845,373,373,1766505384845,0,0,2,baseline
1766505384896,374,374,1766505384896,0,1,2,baseline
1766505384947,375,375,1766505384946,1,1,2,baseline
1766505384998,376,376,1766505384996,2,1,2,baseline
1766505385048,377,377,1766505385047,1,0,2,baseline
1766505385098,378,378,1766505385097,1,0,2,baseline
1766505385148,379,379,1766505385148,0,0,2,baseline
1766505385199,380,380,1766505385198,1,1,2,baseline
1766505385249,381,381,1766505385248,1,0,2,baseline
1766505385300,382,382,1766505385298,2,1,2,baseline
1766505385349,383,383,1766505385349,0,1,2,baseline
1766505385400,384,384,1766505385399,1,1,2,baseline
1766505385451,385,385,1766505385449,2,1,2,baseline
1766505385502,386,386,1766505385501,1,1,2,baseline
1766505385552,387,387,1766505385551,1,0,2,baseline
1766505385602,388,388,1766505385602,0,0,2,baseline
1766505385652,389,389,1766505385652,0,0,2,baseline
1766505385702,390,390,1766505385702,0,0,2,baseline
1766505385754,391,391,1766505385753,1,2,2,baseline
1766505385803,392,392,1766505385803,0,1,2,baseline
1766505385854,393,393,1766505385853,1,1,2,baseline
1766505385904,394,394,1766505385904,0,0,2,baseline
1766505385954,395,395,1766505385954,0,0,2,baseline
1766505386005,396,396,1766505386004,1,1,2,baseline
1766505386055,397,397,1766505386055,0,0,2,baseline
1766505386105,398,398,1766505386105,0,0,2,baseline
1766505386155,399,399,1766505386155,0,0,2,baseline
1766505386206,400,400,1766505386205,1,1,2,baseline
1766505386256,401,401,1766505386255,1,0,2,baseline
1766505386306,402,402,1766505386306,0,0,2,baseline
1766505386356,403,403,1766505386356,0,0,2,baseline
1766505386407,404,404,1766505386406,1,1,2,baseline
1766505386457,405,405,1766505386457,0,0,2,baseline
1766505386507,406,406,1766505386507,0,0,2,baseline
1766505386558,407,407,1766505386558,0,1,2,baseline
1766505386608,408,408,1766505386608,0,0,2,baseline
1766505386659,409,409,1766505386658,1,1,2,baseline
1766505386709,410,410,1766505386708,1,0,2,baseline
1766505386759,411,411,1766505386759,0,0,2,baseline
1766505386810,412,412,1766505386809,1,1,2,baseline
1766505386861,413,413,1766505386860,1,1,2,baseline
1766505386911,414,414,1766505386909,2,0,2,baseline
1766505386960,415,415,1766505386960,0,1,2,baseline
1766505387011,416,416,1766505387010,1,1,2,baseline
1766505387061,417,417,1766505387060,1,0,2,baseline
1766505387111,418,418,1766505387110,1,0,2,baseline
1766505387161,419,419,1766505387161,0,0,2,baseline
1766505387211,420,420,1766505387211,0,0,2,baseline
1766505387262,421,421,1766505387261,1,1,2,baseline
1766505387312,422,422,1766505387312,0,0,2,baseline
1766505387364,423,423,1766505387362,2,2,2,baseline
1766505387414,424,424,1766505387412,2,0,2,baseline
1766505387465,425,425,1766505387464,1,1,2,baseline
1766505387514,426,426,1766505387514,0,1,2,baseline
1766505387566,427,427,1766505387564,2,2,2,baseline
1766505387615,428,428,1766505387614,1,1,2,baseline
1766505387667,429,429,1766505387665,2,2,2,baseline
1766505387715,430,430,1766505387715,0,2,2,baseline
1766505387766,431,431,1766505387765,1,1,2,baseline
1766505387816,432,432,1766505387816,0,0,2,baseline
1766505387866,433,433,1766505387866,0,0,2,baseline
1766505387916,434,434,1766505387916,0,0,2,baseline
1766505387966,435,435,1766505387966,0,0,2,baseline
1766505388017,436,436,1766505388017,0,1,2,baseline
1766505388067,437,437,1766505388067,0,0,2,baseline
1766505388117,438,438,1766505388117,0,0,2,baseline
1766505388167,439,439,1766505388167,0,0,2,baseline
1766505389296,440,440,1766505388217,1079,1079,2,baseline
1766505389298,441,441,1766505388267,1031,48,2,baseline
1766505389298,442,442,1766505388318,980,50,2,baseline
1766505389298,443,443,1766505388368,930,50,2,baseline
1766505389298,444,444,1766505388418,880,50,2,baseline
1766505389299,445,445,1766505388468,831,49,2,baseline
1766505389299,446,446,1766505388518,781,50,2,baseline
1766505389299,447,447,1766505388568,731,50,2,baseline
1766505389299,448,448,1766505388619,680,50,2,baseline
1766505389299,449,449,1766505388669,630,50,2,baseline
1766505389299,450,450,1766505388720,579,50,2,baseline
1766505389299,451,451,1766505388770,529,50,2,baseline
