recv_time_ms,snapshot_id,seq_num,server_ts_ms,latency_ms,jitter_ms,redundancy_used,scenario
1766499254412,65,65,1766499254305,107,0,2,loss2
1766499254415,66,66,1766499254356,59,47,2,loss2
1766499254416,67,67,1766499254407,9,49,2,loss2
1766499254458,68,68,1766499254458,0,8,2,loss2
1766499254511,69,69,1766499254511,0,3,2,loss2
1766499254563,70,70,1766499254563,0,2,2,loss2
1766499254614,71,71,1766499254614,0,1,2,loss2
1766499254666,72,72,1766499254665,1,2,2,loss2
1766499254718,73,73,1766499254717,1,2,2,loss2
1766499254769,74,74,1766499254769,0,1,2,loss2
1766499254869,76,76,1766499254869,0,50,2,loss2
1766499254921,77,77,1766499254920,1,2,2,loss2
1766499254973,78,78,1766499254973,0,2,2,loss2
1766499255025,79,79,1766499255024,1,2,2,loss2
1766499255077,80,80,1766499255077,0,2,2,loss2
1766499255128,81,81,1766499255128,0,1,2,loss2
1766499255181,82,82,1766499255180,1,3,2,loss2
1766499255232,83,83,1766499255231,1,1,2,loss2
1766499255283,84,84,1766499255283,0,1,2,loss2
1766499255336,85,85,1766499255335,1,3,2,loss2
1766499255387,86,86,1766499255386,1,1,2,loss2
1766499255439,87,87,1766499255438,1,2,2,loss2
1766499255491,88,88,1766499255490,1,2,2,loss2
1766499255542,89,89,1766499255542,0,1,2,loss2
1766499255593,90,90,1766499255593,0,1,2,loss2
1766499255645,91,91,1766499255644,1,2,2,loss2
1766499255696,92,92,1766499255695,1,1,2,loss2
1766499255748,93,93,1766499255748,0,2,2,loss2
1766499255799,94,94,1766499255799,0,1,2,loss2
1766499255851,95,95,1766499255851,0,2,2,loss2
1766499255901,96,96,1766499255901,0,0,2,loss2
1766499255953,97,97,1766499255952,1,2,2,loss2
1766499256005,98,98,1766499256004,1,2,2,loss2
1766499256055,99,99,1766499256055,0,0,2,loss2
1766499256109,100,100,1766499256107,2,4,2,loss2
1766499256159,101,101,1766499256158,1,0,2,loss2
1766499256211,102,102,1766499256210,1,2,2,loss2
1766499256262,103,103,1766499256261,1,1,2,loss2
1766499256313,104,104,1766499256312,1,1,2,loss2
1766499256365,105,105,1766499256365,0,2,2,loss2
1766499256417,106,106,1766499256417,0,2,2,loss2
1766499256470,107,107,1766499256469,1,3,2,loss2
1766499256521,108,108,1766499256521,0,1,2,loss2
1766499256574,109,109,1766499256573,1,3,2,loss2
1766499256625,110,110,1766499256624,1,1,2,loss2
1766499256678,111,111,1766499256676,2,3,2,loss2
1766499256728,112,112,1766499256727,1,0,2,loss2
1766499256780,113,113,1766499256779,1,2,2,loss2
1766499256831,114,114,1766499256831,0,1,2,loss2
1766499256882,115,115,1766499256882,0,1,2,loss2
1766499256933,116,116,1766499256933,0,1,2,loss2
1766499256985,117,117,1766499256984,1,2,2,loss2
1766499257036,118,118,1766499257036,0,1,2,loss2
1766499257089,119,119,1766499257088,1,3,2,loss2
1766499257140,120,120,1766499257139,1,1,2,loss2
1766499257192,121,121,1766499257191,1,2,2,loss2
1766499257243,122,122,1766499257243,0,1,2,loss2
1766499257295,123,123,1766499257295,0,2,2,loss2
1766499257347,124,124,1766499257347,0,2,2,loss2
1766499257399,125,125,1766499257399,0,2,2,loss2
1766499257451,126,126,1766499257451,0,2,2,loss2
1766499257503,127,127,1766499257503,0,2,2,loss2
1766499257555,128,128,1766499257555,0,2,2,loss2
1766499257607,129,129,1766499257606,1,2,2,loss2
1766499257659,130,130,1766499257658,1,2,2,loss2
1766499257710,131,131,1766499257710,0,1,2,loss2
1766499257762,132,132,1766499257761,1,2,2,loss2
1766499257813,133,133,1766499257812,1,1,2,loss2
1766499257865,134,134,1766499257864,1,2,2,loss2
1766499257915,135,135,1766499257915,0,0,2,loss2
1766499257966,136,136,1766499257966,0,1,2,loss2
1766499258017,137,137,1766499258017,0,1,2,loss2
1766499258069,138,138,1766499258069,0,2,2,loss2
1766499258120,139,139,1766499258120,0,1,2,loss2
1766499258171,140,140,1766499258170,1,1,2,loss2
1766499258223,141,141,1766499258222,1,2,2,loss2
1766499258275,142,142,1766499258274,1,2,2,loss2
1766499258326,143,143,1766499258325,1,1,2,loss2
1766499258377,144,144,1766499258377,0,1,2,loss2
1766499258429,145,145,1766499258429,0,2,2,loss2
1766499258481,146,146,1766499258480,1,2,2,loss2
1766499258533,147,147,1766499258532,1,2,2,loss2
1766499258584,148,148,1766499258584,0,1,2,loss2
1766499258635,149,149,1766499258635,0,1,2,loss2
1766499258686,150,150,1766499258685,1,1,2,loss2
1766499258738,151,151,1766499258737,1,2,2,loss2
1766499258842,153,153,1766499258841,1,54,2,loss2
1766499258892,154,154,1766499258891,1,0,2,loss2
1766499258944,155,155,1766499258943,1,2,2,loss2
1766499258995,156,156,1766499258994,1,1,2,loss2
1766499259047,157,157,1766499259046,1,2,2,loss2
1766499259099,158,158,1766499259098,1,2,2,loss2
1766499259150,159,159,1766499259150,0,1,2,loss2
1766499259202,160,160,1766499259202,0,2,2,loss2
1766499259254,161,161,1766499259253,1,2,2,loss2
1766499259306,162,162,1766499259305,1,2,2,loss2
1766499259357,163,163,1766499259357,0,1,2,loss2
1766499259409,164,164,1766499259408,1,2,2,loss2
1766499259460,165,165,1766499259460,0,1,2,loss2
1766499259512,166,166,1766499259512,0,2,2,loss2
1766499259564,167,167,1766499259563,1,2,2,loss2
1766499259615,168,168,1766499259615,0,1,2,loss2
1766499259720,170,170,1766499259720,0,55,2,loss2
1766499259771,171,171,1766499259771,0,1,2,loss2
1766499259822,172,172,1766499259822,0,1,2,loss2
1766499259873,173,173,1766499259873,0,1,2,loss2
1766499259923,174,174,1766499259923,0,0,2,loss2
1766499259975,175,175,1766499259975,0,2,2,loss2
1766499260027,176,176,1766499260027,0,2,2,loss2
1766499260079,177,177,1766499260078,1,2,2,loss2
1766499260131,178,178,1766499260130,1,2,2,loss2
1766499260183,179,179,1766499260182,1,2,2,loss2
1766499260233,180,180,1766499260233,0,0,2,loss2
1766499260284,181,181,1766499260284,0,1,2,loss2
1766499260336,182,182,1766499260336,0,2,2,loss2
1766499260389,183,183,1766499260388,1,3,2,loss2
1766499260441,184,184,1766499260440,1,2,2,loss2
1766499260493,185,185,1766499260492,1,2,2,loss2
1766499260544,186,186,1766499260543,1,1,2,loss2
1766499260596,187,187,1766499260595,1,2,2,loss2
1766499260647,188,188,1766499260647,0,1,2,loss2
