timestamp_ms,packets_received,duplicate_rate,sequence_gaps,scenario
1766498916342,39,0.0,0,baseline
1766498918344,78,0.0,0,baseline
1766498920346,118,0.0,0,baseline
1766498922348,156,0.0,0,baseline
1766498924351,194,0.0,0,baseline
1766498926352,232,0.0,0,baseline
1766498928353,271,0.0,0,baseline
1766498930354,310,0.0,0,baseline
1766498932355,348,0.0,0,baseline
1766498934356,387,0.0,0,baseline
1766498936357,426,0.0,0,baseline
1766498938358,465,0.0,0,baseline
1766498940360,504,0.0,0,baseline
1766498940567,543,0.0,0,baseline
1766498942571,582,0.0,0,baseline
1766498944572,621,0.0,0,baseline
1766498946573,660,0.0,0,baseline
1766498948574,699,0.0,0,baseline
1766498950576,737,0.0,0,baseline
1766498952578,776,0.0,0,baseline
1766498954579,815,0.0,0,baseline
1766498956580,854,0.0,0,baseline
1766498958581,893,0.0,0,baseline
1766498960583,931,0.0,0,baseline
1766498962584,970,0.0,0,baseline
1766498964585,1009,0.0,0,baseline
1766498966588,1048,0.0,0,baseline
1766498968590,1087,0.0,0,baseline
1766498970591,1126,0.0,0,baseline
1766498970981,1165,0.0,0,baseline
