timestamp_ms,packets_received,duplicate_rate,sequence_gaps,scenario
1766499392622,37,0.0,2,loss5
1766499394624,75,0.0,3,loss5
1766499396627,110,0.0,5,loss5
1766499398631,146,0.0,10,loss5
1766499400633,182,0.0,12,loss5
1766499400899,221,0.0,12,loss5
1766499402906,259,0.0,13,loss5
1766499404909,297,0.0,14,loss5
1766499406922,336,0.0,14,loss5
1766499408930,372,0.0,17,loss5
1766499410936,407,0.0,21,loss5
1766499412938,444,0.0,23,loss5
1766499414941,480,0.0,25,loss5
1766499416944,515,0.0,29,loss5
1766499418947,550,0.0,33,loss5
1766499420955,587,0.0,34,loss5
1766499422957,624,0.0,37,loss5
1766499424958,662,0.0,38,loss5
1766499426964,699,0.0,40,loss5
1766499428966,736,0.0,41,loss5
1766499430977,773,0.0,43,loss5
1766499431282,812,0.0,43,loss5
1766499433283,851,0.0,43,loss5
1766499435285,889,0.0,44,loss5
1766499437288,925,0.0,46,loss5
1766499439290,963,0.0,47,loss5
1766499441293,999,0.0,49,loss5
1766499443297,1035,0.0,52,loss5
1766499445329,1070,0.0,55,loss5
1766499447337,1107,0.0,57,loss5
1766499449365,1143,0.0,60,loss5
